name,frame,x,y,z
126,1025,10.0,-16.0,0.0
127,1025,12.0,-16.0,0.0
128,1025,14.0,-16.0,0.0
129,1025,16.0,-16.0,0.0
130,1025,18.0,-16.0,0.0
131,1025,20.0,-16.0,0.0
132,1025,22.0,-16.0,0.0
133,1025,24.0,-16.0,0.0
134,1025,26.0,-16.0,0.0
135,1025,28.0,-16.0,0.0
136,1025,0.0,-18.0,0.0
137,1025,2.0,-18.0,0.0
138,1025,4.0,-18.0,0.0
139,1025,6.0,-18.0,0.0
140,1025,8.0,-18.0,0.0
141,1025,10.0,-18.0,0.0
142,1025,12.0,-18.0,0.0
143,1025,14.0,-18.0,0.0
144,1025,16.0,-18.0,0.0
145,1025,18.0,-18.0,0.0
146,1025,20.0,-18.0,0.0
147,1025,22.0,-18.0,0.0
148,1025,24.0,-18.0,0.0
149,1025,26.0,-18.0,0.0
150,1025,28.0,-18.0,0.0
1,1026,0.0,0.0,0.0
2,1026,2.0,0.0,0.0
3,1026,4.0,0.0,0.0
4,1026,6.0,0.0,0.0
5,1026,8.0,0.0,0.0
6,1026,10.0,0.0,0.0
7,1026,12.0,0.0,0.0
8,1026,14.0,0.0,0.0
9,1026,16.0,0.0,0.0
10,1026,18.0,0.0,0.0
11,1026,20.0,0.0,0.0
12,1026,22.0,0.0,0.0
13,1026,24.0,0.0,0.0
14,1026,26.0,0.0,0.0
15,1026,28.0,0.0,0.0
16,1026,0.0,-2.0,0.0
17,1026,2.0,-2.0,0.0
18,1026,4.0,-2.0,0.0
19,1026,6.0,-2.0,0.0
20,1026,8.0,-2.0,0.0
21,1026,10.0,-2.0,0.0
22,1026,12.0,-2.0,0.0
23,1026,14.0,-2.0,0.0
24,1026,16.0,-2.0,0.0
25,1026,18.0,-2.0,0.0
26,1026,20.0,-2.0,0.0
27,1026,22.0,-2.0,0.0
28,1026,24.0,-2.0,0.0
29,1026,26.0,-2.0,0.0
30,1026,28.0,-2.0,0.0
31,1026,0.0,-4.0,0.0
32,1026,2.0,-4.0,0.0
33,1026,4.0,-4.0,0.0
34,1026,6.0,-4.0,0.0
35,1026,8.0,-4.0,0.0
36,1026,10.0,-4.0,0.0
37,1026,12.0,-4.0,0.0
38,1026,14.0,-4.0,0.0
39,1026,16.0,-4.0,0.0
40,1026,18.0,-4.0,0.0
41,1026,20.0,-4.0,0.0
42,1026,22.0,-4.0,0.0
43,1026,24.0,-4.0,0.0
44,1026,26.0,-4.0,0.0
45,1026,28.0,-4.0,0.0
46,1026,0.0,-6.0,0.0
47,1026,2.0,-6.0,0.0
48,1026,4.0,-6.0,0.0
49,1026,6.0,-6.0,0.0
50,1026,8.0,-6.0,0.0
51,1026,10.0,-6.0,0.0
52,1026,12.0,-6.0,0.0
53,1026,14.0,-6.0,0.0
54,1026,16.0,-6.0,0.0
55,1026,18.0,-6.0,0.0
56,1026,20.0,-6.0,0.0
57,1026,22.0,-6.0,0.0
58,1026,24.0,-6.0,0.0
59,1026,26.0,-6.0,0.0
60,1026,28.0,-6.0,0.0
61,1026,0.0,-8.0,0.0
62,1026,2.0,-8.0,0.0
63,1026,4.0,-8.0,0.0
64,1026,6.0,-8.0,0.0
65,1026,8.0,-8.0,0.0
66,1026,10.0,-8.0,0.0
67,1026,12.0,-8.0,0.0
68,1026,14.0,-8.0,0.0
69,1026,16.0,-8.0,0.0
70,1026,18.0,-8.0,0.0
71,1026,20.0,-8.0,0.0
72,1026,22.0,-8.0,0.0
73,1026,24.0,-8.0,0.0
74,1026,26.0,-8.0,0.0
75,1026,28.0,-8.0,0.0
76,1026,0.0,-10.0,0.0
77,1026,2.0,-10.0,0.0
78,1026,4.0,-10.0,0.0
79,1026,6.0,-10.0,0.0
80,1026,8.0,-10.0,0.0
81,1026,10.0,-10.0,0.0
82,1026,12.0,-10.0,0.0
83,1026,14.0,-10.0,0.0
84,1026,16.0,-10.0,0.0
85,1026,18.0,-10.0,0.0
86,1026,20.0,-10.0,0.0
87,1026,22.0,-10.0,0.0
88,1026,24.0,-10.0,0.0
89,1026,26.0,-10.0,0.0
90,1026,28.0,-10.0,0.0
91,1026,0.0,-12.0,0.0
92,1026,2.0,-12.0,0.0
93,1026,4.0,-12.0,0.0
94,1026,6.0,-12.0,0.0
95,1026,8.0,-12.0,0.0
96,1026,10.0,-12.0,0.0
97,1026,12.0,-12.0,0.0
98,1026,14.0,-12.0,0.0
99,1026,16.0,-12.0,0.0
100,1026,18.0,-12.0,0.0
101,1026,20.0,-12.0,0.0
102,1026,22.0,-12.0,0.0
103,1026,24.0,-12.0,0.0
104,1026,26.0,-12.0,0.0
105,1026,28.0,-12.0,0.0
106,1026,0.0,-14.0,0.0
107,1026,2.0,-14.0,0.0
108,1026,4.0,-14.0,0.0
109,1026,6.0,-14.0,0.0
110,1026,8.0,-14.0,0.0
111,1026,10.0,-14.0,0.0
112,1026,12.0,-14.0,0.0
113,1026,14.0,-14.0,0.0
114,1026,16.0,-14.0,0.0
115,1026,18.0,-14.0,0.0
116,1026,20.0,-14.0,0.0
117,1026,22.0,-14.0,0.0
118,1026,24.0,-14.0,0.0
119,1026,26.0,-14.0,0.0
120,1026,28.0,-14.0,0.0
121,1026,0.0,-16.0,0.0
122,1026,2.0,-16.0,0.0
123,1026,4.0,-16.0,0.0
124,1026,6.0,-16.0,0.0
125,1026,8.0,-16.0,0.0
126,1026,10.0,-16.0,0.0
127,1026,12.0,-16.0,0.0
128,1026,14.0,-16.0,0.0
129,1026,16.0,-16.0,0.0
130,1026,18.0,-16.0,0.0
131,1026,20.0,-16.0,0.0
132,1026,22.0,-16.0,0.0
133,1026,24.0,-16.0,0.0
134,1026,26.0,-16.0,0.0
135,1026,28.0,-16.0,0.0
136,1026,0.0,-18.0,0.0
137,1026,2.0,-18.0,0.0
138,1026,4.0,-18.0,0.0
139,1026,6.0,-18.0,0.0
140,1026,8.0,-18.0,0.0
141,1026,10.0,-18.0,0.0
142,1026,12.0,-18.0,0.0
143,1026,14.0,-18.0,0.0
144,1026,16.0,-18.0,0.0
145,1026,18.0,-18.0,0.0
146,1026,20.0,-18.0,0.0
147,1026,22.0,-18.0,0.0
148,1026,24.0,-18.0,0.0
149,1026,26.0,-18.0,0.0
150,1026,28.0,-18.0,0.0
1,1027,0.0,0.0,0.0
2,1027,2.0,0.0,0.0
3,1027,4.0,0.0,0.0
4,1027,6.0,0.0,0.0
5,1027,8.0,0.0,0.0
6,1027,10.0,0.0,0.0
7,1027,12.0,0.0,0.0
8,1027,14.0,0.0,0.0
9,1027,16.0,0.0,0.0
10,1027,18.0,0.0,0.0
11,1027,20.0,0.0,0.0
12,1027,22.0,0.0,0.0
13,1027,24.0,0.0,0.0
14,1027,26.0,0.0,0.0
15,1027,28.0,0.0,0.0
16,1027,0.0,-2.0,0.0
17,1027,2.0,-2.0,0.0
18,1027,4.0,-2.0,0.0
19,1027,6.0,-2.0,0.0
20,1027,8.0,-2.0,0.0
21,1027,10.0,-2.0,0.0
22,1027,12.0,-2.0,0.0
23,1027,14.0,-2.0,0.0
24,1027,16.0,-2.0,0.0
25,1027,18.0,-2.0,0.0
26,1027,20.0,-2.0,0.0
27,1027,22.0,-2.0,0.0
28,1027,24.0,-2.0,0.0
29,1027,26.0,-2.0,0.0
30,1027,28.0,-2.0,0.0
31,1027,0.0,-4.0,0.0
32,1027,2.0,-4.0,0.0
33,1027,4.0,-4.0,0.0
34,1027,6.0,-4.0,0.0
35,1027,8.0,-4.0,0.0
36,1027,10.0,-4.0,0.0
37,1027,12.0,-4.0,0.0
38,1027,14.0,-4.0,0.0
39,1027,16.0,-4.0,0.0
40,1027,18.0,-4.0,0.0
41,1027,20.0,-4.0,0.0
42,1027,22.0,-4.0,0.0
43,1027,24.0,-4.0,0.0
44,1027,26.0,-4.0,0.0
45,1027,28.0,-4.0,0.0
46,1027,0.0,-6.0,0.0
47,1027,2.0,-6.0,0.0
48,1027,4.0,-6.0,0.0
49,1027,6.0,-6.0,0.0
50,1027,8.0,-6.0,0.0
51,1027,10.0,-6.0,0.0
52,1027,12.0,-6.0,0.0
53,1027,14.0,-6.0,0.0
54,1027,16.0,-6.0,0.0
55,1027,18.0,-6.0,0.0
56,1027,20.0,-6.0,0.0
57,1027,22.0,-6.0,0.0
58,1027,24.0,-6.0,0.0
59,1027,26.0,-6.0,0.0
60,1027,28.0,-6.0,0.0
61,1027,0.0,-8.0,0.0
62,1027,2.0,-8.0,0.0
63,1027,4.0,-8.0,0.0
64,1027,6.0,-8.0,0.0
65,1027,8.0,-8.0,0.0
66,1027,10.0,-8.0,0.0
67,1027,12.0,-8.0,0.0
68,1027,14.0,-8.0,0.0
69,1027,16.0,-8.0,0.0
70,1027,18.0,-8.0,0.0
71,1027,20.0,-8.0,0.0
72,1027,22.0,-8.0,0.0
73,1027,24.0,-8.0,0.0
74,1027,26.0,-8.0,0.0
75,1027,28.0,-8.0,0.0
76,1027,0.0,-10.0,0.0
77,1027,2.0,-10.0,0.0
78,1027,4.0,-10.0,0.0
79,1027,6.0,-10.0,0.0
80,1027,8.0,-10.0,0.0
81,1027,10.0,-10.0,0.0
82,1027,12.0,-10.0,0.0
83,1027,14.0,-10.0,0.0
84,1027,16.0,-10.0,0.0
85,1027,18.0,-10.0,0.0
86,1027,20.0,-10.0,0.0
87,1027,22.0,-10.0,0.0
88,1027,24.0,-10.0,0.0
89,1027,26.0,-10.0,0.0
90,1027,28.0,-10.0,0.0
91,1027,0.0,-12.0,0.0
92,1027,2.0,-12.0,0.0
93,1027,4.0,-12.0,0.0
94,1027,6.0,-12.0,0.0
95,1027,8.0,-12.0,0.0
96,1027,10.0,-12.0,0.0
97,1027,12.0,-12.0,0.0
98,1027,14.0,-12.0,0.0
99,1027,16.0,-12.0,0.0
100,1027,18.0,-12.0,0.0
101,1027,20.0,-12.0,0.0
102,1027,22.0,-12.0,0.0
103,1027,24.0,-12.0,0.0
104,1027,26.0,-12.0,0.0
105,1027,28.0,-12.0,0.0
106,1027,0.0,-14.0,0.0
107,1027,2.0,-14.0,0.0
108,1027,4.0,-14.0,0.0
109,1027,6.0,-14.0,0.0
110,1027,8.0,-14.0,0.0
111,1027,10.0,-14.0,0.0
112,1027,12.0,-14.0,0.0
113,1027,14.0,-14.0,0.0
114,1027,16.0,-14.0,0.0
115,1027,18.0,-14.0,0.0
116,1027,20.0,-14.0,0.0
117,1027,22.0,-14.0,0.0
118,1027,24.0,-14.0,0.0
119,1027,26.0,-14.0,0.0
120,1027,28.0,-14.0,0.0
121,1027,0.0,-16.0,0.0
122,1027,2.0,-16.0,0.0
123,1027,4.0,-16.0,0.0
124,1027,6.0,-16.0,0.0
125,1027,8.0,-16.0,0.0
126,1027,10.0,-16.0,0.0
127,1027,12.0,-16.0,0.0
128,1027,14.0,-16.0,0.0
129,1027,16.0,-16.0,0.0
130,1027,18.0,-16.0,0.0
131,1027,20.0,-16.0,0.0
132,1027,22.0,-16.0,0.0
133,1027,24.0,-16.0,0.0
134,1027,26.0,-16.0,0.0
135,1027,28.0,-16.0,0.0
136,1027,0.0,-18.0,0.0
137,1027,2.0,-18.0,0.0
138,1027,4.0,-18.0,0.0
139,1027,6.0,-18.0,0.0
140,1027,8.0,-18.0,0.0
141,1027,10.0,-18.0,0.0
142,1027,12.0,-18.0,0.0
143,1027,14.0,-18.0,0.0
144,1027,16.0,-18.0,0.0
145,1027,18.0,-18.0,0.0
146,1027,20.0,-18.0,0.0
147,1027,22.0,-18.0,0.0
148,1027,24.0,-18.0,0.0
149,1027,26.0,-18.0,0.0
150,1027,28.0,-18.0,0.0
1,1028,0.0,0.0,0.0
2,1028,2.0,0.0,0.0
3,1028,4.0,0.0,0.0
4,1028,6.0,0.0,0.0
5,1028,8.0,0.0,0.0
6,1028,10.0,0.0,0.0
7,1028,12.0,0.0,0.0
8,1028,14.0,0.0,0.0
9,1028,16.0,0.0,0.0
10,1028,18.0,0.0,0.0
11,1028,20.0,0.0,0.0
12,1028,22.0,0.0,0.0
13,1028,24.0,0.0,0.0
14,1028,26.0,0.0,0.0
15,1028,28.0,0.0,0.0
16,1028,0.0,-2.0,0.0
17,1028,2.0,-2.0,0.0
18,1028,4.0,-2.0,0.0
19,1028,6.0,-2.0,0.0
20,1028,8.0,-2.0,0.0
21,1028,10.0,-2.0,0.0
22,1028,12.0,-2.0,0.0
23,1028,14.0,-2.0,0.0
24,1028,16.0,-2.0,0.0
25,1028,18.0,-2.0,0.0
26,1028,20.0,-2.0,0.0
27,1028,22.0,-2.0,0.0
28,1028,24.0,-2.0,0.0
29,1028,26.0,-2.0,0.0
30,1028,28.0,-2.0,0.0
31,1028,0.0,-4.0,0.0
32,1028,2.0,-4.0,0.0
33,1028,4.0,-4.0,0.0
34,1028,6.0,-4.0,0.0
35,1028,8.0,-4.0,0.0
36,1028,10.0,-4.0,0.0
37,1028,12.0,-4.0,0.0
38,1028,14.0,-4.0,0.0
39,1028,16.0,-4.0,0.0
40,1028,18.0,-4.0,0.0
41,1028,20.0,-4.0,0.0
42,1028,22.0,-4.0,0.0
43,1028,24.0,-4.0,0.0
44,1028,26.0,-4.0,0.0
45,1028,28.0,-4.0,0.0
46,1028,0.0,-6.0,0.0
47,1028,2.0,-6.0,0.0
48,1028,4.0,-6.0,0.0
49,1028,6.0,-6.0,0.0
50,1028,8.0,-6.0,0.0
51,1028,10.0,-6.0,0.0
52,1028,12.0,-6.0,0.0
53,1028,14.0,-6.0,0.0
54,1028,16.0,-6.0,0.0
55,1028,18.0,-6.0,0.0
56,1028,20.0,-6.0,0.0
57,1028,22.0,-6.0,0.0
58,1028,24.0,-6.0,0.0
59,1028,26.0,-6.0,0.0
60,1028,28.0,-6.0,0.0
61,1028,0.0,-8.0,0.0
62,1028,2.0,-8.0,0.0
63,1028,4.0,-8.0,0.0
64,1028,6.0,-8.0,0.0
65,1028,8.0,-8.0,0.0
66,1028,10.0,-8.0,0.0
67,1028,12.0,-8.0,0.0
68,1028,14.0,-8.0,0.0
69,1028,16.0,-8.0,0.0
70,1028,18.0,-8.0,0.0
71,1028,20.0,-8.0,0.0
72,1028,22.0,-8.0,0.0
73,1028,24.0,-8.0,0.0
74,1028,26.0,-8.0,0.0
75,1028,28.0,-8.0,0.0
76,1028,0.0,-10.0,0.0
77,1028,2.0,-10.0,0.0
78,1028,4.0,-10.0,0.0
79,1028,6.0,-10.0,0.0
80,1028,8.0,-10.0,0.0
81,1028,10.0,-10.0,0.0
82,1028,12.0,-10.0,0.0
83,1028,14.0,-10.0,0.0
84,1028,16.0,-10.0,0.0
85,1028,18.0,-10.0,0.0
86,1028,20.0,-10.0,0.0
87,1028,22.0,-10.0,0.0
88,1028,24.0,-10.0,0.0
89,1028,26.0,-10.0,0.0
90,1028,28.0,-10.0,0.0
91,1028,0.0,-12.0,0.0
92,1028,2.0,-12.0,0.0
93,1028,4.0,-12.0,0.0
94,1028,6.0,-12.0,0.0
95,1028,8.0,-12.0,0.0
96,1028,10.0,-12.0,0.0
97,1028,12.0,-12.0,0.0
98,1028,14.0,-12.0,0.0
99,1028,16.0,-12.0,0.0
100,1028,18.0,-12.0,0.0
101,1028,20.0,-12.0,0.0
102,1028,22.0,-12.0,0.0
103,1028,24.0,-12.0,0.0
104,1028,26.0,-12.0,0.0
105,1028,28.0,-12.0,0.0
106,1028,0.0,-14.0,0.0
107,1028,2.0,-14.0,0.0
108,1028,4.0,-14.0,0.0
109,1028,6.0,-14.0,0.0
110,1028,8.0,-14.0,0.0
111,1028,10.0,-14.0,0.0
112,1028,12.0,-14.0,0.0
113,1028,14.0,-14.0,0.0
114,1028,16.0,-14.0,0.0
115,1028,18.0,-14.0,0.0
116,1028,20.0,-14.0,0.0
117,1028,22.0,-14.0,0.0
118,1028,24.0,-14.0,0.0
119,1028,26.0,-14.0,0.0
120,1028,28.0,-14.0,0.0
121,1028,0.0,-16.0,0.0
122,1028,2.0,-16.0,0.0
123,1028,4.0,-16.0,0.0
124,1028,6.0,-16.0,0.0
125,1028,8.0,-16.0,0.0
126,1028,10.0,-16.0,0.0
127,1028,12.0,-16.0,0.0
128,1028,14.0,-16.0,0.0
129,1028,16.0,-16.0,0.0
130,1028,18.0,-16.0,0.0
131,1028,20.0,-16.0,0.0
132,1028,22.0,-16.0,0.0
133,1028,24.0,-16.0,0.0
134,1028,26.0,-16.0,0.0
135,1028,28.0,-16.0,0.0
136,1028,0.0,-18.0,0.0
137,1028,2.0,-18.0,0.0
138,1028,4.0,-18.0,0.0
139,1028,6.0,-18.0,0.0
140,1028,8.0,-18.0,0.0
141,1028,10.0,-18.0,0.0
142,1028,12.0,-18.0,0.0
143,1028,14.0,-18.0,0.0
144,1028,16.0,-18.0,0.0
145,1028,18.0,-18.0,0.0
146,1028,20.0,-18.0,0.0
147,1028,22.0,-18.0,0.0
148,1028,24.0,-18.0,0.0
149,1028,26.0,-18.0,0.0
150,1028,28.0,-18.0,0.0
1,1029,0.0,0.0,0.0
2,1029,2.0,0.0,0.0
3,1029,4.0,0.0,0.0
4,1029,6.0,0.0,0.0
5,1029,8.0,0.0,0.0
6,1029,10.0,0.0,0.0
7,1029,12.0,0.0,0.0
8,1029,14.0,0.0,0.0
9,1029,16.0,0.0,0.0
10,1029,18.0,0.0,0.0
11,1029,20.0,0.0,0.0
12,1029,22.0,0.0,0.0
13,1029,24.0,0.0,0.0
14,1029,26.0,0.0,0.0
15,1029,28.0,0.0,0.0
16,1029,0.0,-2.0,0.0
17,1029,2.0,-2.0,0.0
18,1029,4.0,-2.0,0.0
19,1029,6.0,-2.0,0.0
20,1029,8.0,-2.0,0.0
21,1029,10.0,-2.0,0.0
22,1029,12.0,-2.0,0.0
23,1029,14.0,-2.0,0.0
24,1029,16.0,-2.0,0.0
25,1029,18.0,-2.0,0.0
26,1029,20.0,-2.0,0.0
27,1029,22.0,-2.0,0.0
28,1029,24.0,-2.0,0.0
29,1029,26.0,-2.0,0.0
30,1029,28.0,-2.0,0.0
31,1029,0.0,-4.0,0.0
32,1029,2.0,-4.0,0.0
33,1029,4.0,-4.0,0.0
34,1029,6.0,-4.0,0.0
35,1029,8.0,-4.0,0.0
36,1029,10.0,-4.0,0.0
37,1029,12.0,-4.0,0.0
38,1029,14.0,-4.0,0.0
39,1029,16.0,-4.0,0.0
40,1029,18.0,-4.0,0.0
41,1029,20.0,-4.0,0.0
42,1029,22.0,-4.0,0.0
43,1029,24.0,-4.0,0.0
44,1029,26.0,-4.0,0.0
45,1029,28.0,-4.0,0.0
46,1029,0.0,-6.0,0.0
47,1029,2.0,-6.0,0.0
48,1029,4.0,-6.0,0.0
49,1029,6.0,-6.0,0.0
50,1029,8.0,-6.0,0.0
51,1029,10.0,-6.0,0.0
52,1029,12.0,-6.0,0.0
53,1029,14.0,-6.0,0.0
54,1029,16.0,-6.0,0.0
55,1029,18.0,-6.0,0.0
56,1029,20.0,-6.0,0.0
57,1029,22.0,-6.0,0.0
58,1029,24.0,-6.0,0.0
59,1029,26.0,-6.0,0.0
60,1029,28.0,-6.0,0.0
61,1029,0.0,-8.0,0.0
62,1029,2.0,-8.0,0.0
63,1029,4.0,-8.0,0.0
64,1029,6.0,-8.0,0.0
65,1029,8.0,-8.0,0.0
66,1029,10.0,-8.0,0.0
67,1029,12.0,-8.0,0.0
68,1029,14.0,-8.0,0.0
69,1029,16.0,-8.0,0.0
70,1029,18.0,-8.0,0.0
71,1029,20.0,-8.0,0.0
72,1029,22.0,-8.0,0.0
73,1029,24.0,-8.0,0.0
74,1029,26.0,-8.0,0.0
75,1029,28.0,-8.0,0.0
76,1029,0.0,-10.0,0.0
77,1029,2.0,-10.0,0.0
78,1029,4.0,-10.0,0.0
79,1029,6.0,-10.0,0.0
80,1029,8.0,-10.0,0.0
81,1029,10.0,-10.0,0.0
82,1029,12.0,-10.0,0.0
83,1029,14.0,-10.0,0.0
84,1029,16.0,-10.0,0.0
85,1029,18.0,-10.0,0.0
86,1029,20.0,-10.0,0.0
87,1029,22.0,-10.0,0.0
88,1029,24.0,-10.0,0.0
89,1029,26.0,-10.0,0.0
90,1029,28.0,-10.0,0.0
91,1029,0.0,-12.0,0.0
92,1029,2.0,-12.0,0.0
93,1029,4.0,-12.0,0.0
94,1029,6.0,-12.0,0.0
95,1029,8.0,-12.0,0.0
96,1029,10.0,-12.0,0.0
97,1029,12.0,-12.0,0.0
98,1029,14.0,-12.0,0.0
99,1029,16.0,-12.0,0.0
100,1029,18.0,-12.0,0.0
101,1029,20.0,-12.0,0.0
102,1029,22.0,-12.0,0.0
103,1029,24.0,-12.0,0.0
104,1029,26.0,-12.0,0.0
105,1029,28.0,-12.0,0.0
106,1029,0.0,-14.0,0.0
107,1029,2.0,-14.0,0.0
108,1029,4.0,-14.0,0.0
109,1029,6.0,-14.0,0.0
110,1029,8.0,-14.0,0.0
111,1029,10.0,-14.0,0.0
112,1029,12.0,-14.0,0.0
113,1029,14.0,-14.0,0.0
114,1029,16.0,-14.0,0.0
115,1029,18.0,-14.0,0.0
116,1029,20.0,-14.0,0.0
117,1029,22.0,-14.0,0.0
118,1029,24.0,-14.0,0.0
119,1029,26.0,-14.0,0.0
120,1029,28.0,-14.0,0.0
121,1029,0.0,-16.0,0.0
122,1029,2.0,-16.0,0.0
123,1029,4.0,-16.0,0.0
124,1029,6.0,-16.0,0.0
125,1029,8.0,-16.0,0.0
126,1029,10.0,-16.0,0.0
127,1029,12.0,-16.0,0.0
128,1029,14.0,-16.0,0.0
129,1029,16.0,-16.0,0.0
130,1029,18.0,-16.0,0.0
131,1029,20.0,-16.0,0.0
132,1029,22.0,-16.0,0.0
133,1029,24.0,-16.0,0.0
134,1029,26.0,-16.0,0.0
135,1029,28.0,-16.0,0.0
136,1029,0.0,-18.0,0.0
137,1029,2.0,-18.0,0.0
138,1029,4.0,-18.0,0.0
139,1029,6.0,-18.0,0.0
140,1029,8.0,-18.0,0.0
141,1029,10.0,-18.0,0.0
142,1029,12.0,-18.0,0.0
143,1029,14.0,-18.0,0.0
144,1029,16.0,-18.0,0.0
145,1029,18.0,-18.0,0.0
146,1029,20.0,-18.0,0.0
147,1029,22.0,-18.0,0.0
148,1029,24.0,-18.0,0.0
149,1029,26.0,-18.0,0.0
150,1029,28.0,-18.0,0.0
1,1030,0.0,0.0,0.0
2,1030,2.0,0.0,0.0
3,1030,4.0,0.0,0.0
4,1030,6.0,0.0,0.0
5,1030,8.0,0.0,0.0
6,1030,10.0,0.0,0.0
7,1030,12.0,0.0,0.0
8,1030,14.0,0.0,0.0
9,1030,16.0,0.0,0.0
10,1030,18.0,0.0,0.0
11,1030,20.0,0.0,0.0
12,1030,22.0,0.0,0.0
13,1030,24.0,0.0,0.0
14,1030,26.0,0.0,0.0
15,1030,28.0,0.0,0.0
16,1030,0.0,-2.0,0.0
17,1030,2.0,-2.0,0.0
18,1030,4.0,-2.0,0.0
19,1030,6.0,-2.0,0.0
20,1030,8.0,-2.0,0.0
21,1030,10.0,-2.0,0.0
22,1030,12.0,-2.0,0.0
23,1030,14.0,-2.0,0.0
24,1030,16.0,-2.0,0.0
25,1030,18.0,-2.0,0.0
26,1030,20.0,-2.0,0.0
27,1030,22.0,-2.0,0.0
28,1030,24.0,-2.0,0.0
29,1030,26.0,-2.0,0.0
30,1030,28.0,-2.0,0.0
31,1030,0.0,-4.0,0.0
